grid_point_id,name,point_type,x_coordinate,y_coordinate,create_time
424,影剧院8,娱乐,12403.0,15438.01,2020/11/2 1:06
425,游艺厅8,娱乐,14826.52,12043.27,2020/8/24 10:57
426,KTV8,娱乐,16014.25,12607.06,2021/1/18 0:29
427,音乐厅8,娱乐,15692.07,15080.36,2020/9/4 16:27
428,网吧8,娱乐,13528.5,13269.18,2022/6/6 21:33
429,桌游室8,娱乐,15308.07,16027.94,2022/8/6 15:17
430,棋牌室8,娱乐,10635.09,14279.07,2022/4/27 17:49
431,体育场馆8,运动,11453.9,10082.61,2022/3/16 19:56
432,游泳场馆8,运动,14517.13,8877.49,2021/12/21 13:59
433,健身场馆8,运动,11996.31,13619.26,2021/6/19 6:03
434,公园8,旅游,9908.75,9946.5,2022/1/18 0:44
435,旅游景点8,旅游,10731.97,12570.44,2020/12/1 17:16
436,图书馆8,文化,9290.74,14699.13,2022/7/30 10:45
437,博物馆8,文化,11533.62,8379.48,2021/9/1 18:38
438,美术馆8,文化,11964.23,15766.3,2021/6/4 8:33
439,展览馆8,文化,9908.15,14859.01,2021/11/7 19:33
440,文化馆8,文化,10329.72,10831.86,2021/1/5 16:18
441,社区活动中心8,娱乐,14262.61,16174.41,2021/12/12 16:35
442,商业综合体8,其他,12585.89,13903.6,2021/9/17 20:10
443,农集贸市场8,购物,11911.43,12308.87,2021/1/7 2:36
444,超市8,购物,12350.47,16295.98,2021/10/27 8:02
445,建筑工地8,工作,15095.86,11454.5,2021/8/22 15:21
446,工厂8,工作,8892.81,10437.56,2021/5/18 5:56
447,烟酒店8,购物,14623.94,10111.24,2021/5/29 18:52
448,水果店8,购物,12555.25,12353.78,2022/1/18 19:11
449,杂货铺8,购物,13076.92,11863.05,2022/9/18 13:24
450,书店8,文化,12727.98,12563.12,2020/10/14 4:28
451,药店8,医疗,10015.64,15587.95,2020/9/6 7:25
452,码头8,交通,10029.55,15362.32,2021/9/29 17:30
453,交通查验点8,交通,9257.5,11846.62,2021/1/19 22:15
454,出租车8,交通,12632.58,10663.61,2021/4/29 1:37
455,公交车8,交通,14382.78,11931.0,2022/5/3 3:43
456,地铁站8,交通,12811.94,9834.67,2021/6/15 17:55
457,公交站8,交通,13265.86,13842.54,2020/12/8 13:11
458,旅游船8,旅游,10730.06,10079.3,2020/8/15 5:07
459,加油站8,交通,11514.99,15256.78,2022/2/6 17:25
460,企事业单位8,办公,15961.29,14734.49,2022/1/22 0:16
461,行政办事大厅8,办公,13741.41,14418.6,2022/2/13 21:43
462,居民小区8,住宅,16345.34,10696.84,2020/11/16 23:35
463,医疗机构8,医疗,8466.15,15300.01,2021/11/19 21:24
464,写字楼8,办公,11746.55,9979.07,2020/5/18 22:33
465,学校8,教育,14510.57,14639.85,2022/1/19 12:57
466,医院8,医疗,8583.91,11784.59,2021/9/16 19:23
467,银行8,银行,12403.9,15722.17,2022/2/7 18:39
468,教育培训机构8,教育,11583.92,12475.72,2022/5/31 13:17
469,邮政8,邮政,10178.76,9837.62,2020/12/24 3:08
470,其他场所8,其他,10495.84,13548.81,2021/6/23 17:58
471,固定核酸采样点8,医疗,14112.98,15109.77,2021/4/19 12:49
472,临时核酸采样点8,医疗,10446.56,12366.56,2020/1/17 0:12
473,宾馆旅店9,住宿,11163.69,11755.6,2020/5/20 3:41
474,餐厅（馆）9,餐饮,9949.8,11335.87,2022/3/12 13:47
475,酒店9,住宿,14827.12,14237.09,2021/5/26 19:54
476,招待所9,住宿,11921.64,9906.74,2020/5/19 0:40
477,咖啡馆9,餐饮,16294.78,9348.12,2020/10/10 0:34
478,酒吧9,餐饮,8392.1,11005.2,2021/10/11 20:29
479,茶座9,餐饮,10814.78,12918.69,2020/9/10 11:50
480,公共浴室9,洗浴,12039.98,10351.04,2021/5/7 15:22
481,理发店9,生活,10403.82,10855.6,2022/6/6 8:49
482,美容店9,生活,14115.53,12498.24,2022/2/28 9:25
483,影剧院9,娱乐,13143.53,8676.55,2021/8/13 1:13
484,游艺厅9,娱乐,11153.08,13523.86,2022/4/20 16:22
485,KTV9,娱乐,15431.89,16382.06,2021/4/23 7:51
486,音乐厅9,娱乐,8563.36,14578.3,2021/4/1 7:48
487,网吧9,娱乐,8898.17,9446.8,2022/4/24 6:00
488,桌游室9,娱乐,9032.61,10297.65,2022/2/18 19:14
489,棋牌室9,娱乐,11677.4,14699.92,2020/12/25 5:01
490,体育场馆9,运动,11993.11,12216.22,2020/3/21 1:27
491,游泳场馆9,运动,14627.53,15501.12,2022/5/31 21:31
492,健身场馆9,运动,11717.37,14504.66,2020/5/30 10:12
493,公园9,旅游,10360.43,8356.76,2020/10/17 11:40
494,旅游景点9,旅游,16225.44,15147.03,2020/5/15 14:49
495,图书馆9,文化,14194.99,15407.88,2020/3/30 20:02
496,博物馆9,文化,13432.74,12107.15,2022/1/4 20:13
497,美术馆9,文化,12628.22,14109.44,2020/10/1 7:26
498,展览馆9,文化,8602.87,10172.48,2022/3/24 13:40
499,文化馆9,文化,13307.77,16407.76,2021/2/28 18:26
500,社区活动中心9,娱乐,14707.57,11001.02,2020/4/15 19:41
501,商业综合体9,其他,13926.86,10160.18,2020/3/2 18:11
502,农集贸市场9,购物,9733.59,9834.42,2021/5/17 13:37
503,超市9,购物,11049.82,15479.18,2021/4/29 19:32
504,建筑工地9,工作,15563.48,16227.74,2020/7/16 16:43
505,工厂9,工作,8914.31,13569.92,2020/5/1 11:45
506,烟酒店9,购物,14995.09,12234.13,2021/2/13 16:34
507,水果店9,购物,14743.53,12968.29,2022/6/13 9:05
508,杂货铺9,购物,12301.74,16169.79,2020/5/22 12:57
509,书店9,文化,9139.43,14823.74,2022/5/19 10:58
510,药店9,医疗,15022.9,14622.56,2020/2/24 10:37
511,码头9,交通,12565.08,15808.61,2021/6/8 7:11
512,交通查验点9,交通,10112.46,16404.44,2021/6/17 23:35
513,出租车9,交通,12362.43,9973.5,2021/10/5 22:27
514,公交车9,交通,9609.16,11486.41,2022/8/8 7:55
515,地铁站9,交通,13938.52,9955.34,2021/6/25 6:16
516,公交站9,交通,14831.41,11190.9,2022/5/29 17:40
517,旅游船9,旅游,9091.37,12182.59,2020/8/23 11:11
518,加油站9,交通,10936.2,13805.15,2022/8/6 15:09
519,企事业单位9,办公,15083.59,12059.35,2022/6/16 17:11
520,行政办事大厅9,办公,16069.11,10765.97,2022/9/19 18:12
521,居民小区9,住宅,14109.97,14147.81,2020/2/19 15:45
522,医疗机构9,医疗,15770.15,12053.96,2022/2/7 4:14
523,写字楼9,办公,16042.19,8855.73,2020/2/3 12:13
524,学校9,教育,14687.59,14422.95,2020/8/27 10:56
525,医院9,医疗,12971.6,11423.45,2021/2/6 19:35
526,银行9,银行,15889.39,9277.47,2022/1/17 6:38
527,教育培训机构9,教育,11758.63,8392.1,2021/7/6 12:34
528,邮政9,邮政,9049.41,14949.1,2021/4/8 2:57
529,其他场所9,其他,14984.45,9222.49,2020/6/6 3:12
530,固定核酸采样点9,医疗,10073.02,14209.55,2022/4/3 14:48
531,临时核酸采样点9,医疗,10188.54,11571.44,2020/4/29 12:05
532,宾馆旅店10,住宿,9314.29,14046.35,2022/4/13 16:00
533,餐厅（馆）10,餐饮,13012.94,8619.91,2022/6/23 21:33
534,酒店10,住宿,13574.34,14813.85,2022/9/2 0:42
535,招待所10,住宿,16311.53,14034.72,2020/11/20 5:39
536,咖啡馆10,餐饮,10508.13,12060.52,2022/5/7 1:22
537,酒吧10,餐饮,9020.38,8833.25,2022/3/20 8:40
538,茶座10,餐饮,12104.19,9670.33,2020/11/29 20:13
539,公共浴室10,洗浴,10572.49,9858.01,2021/12/31 10:51
540,理发店10,生活,9939.52,8693.91,2021/11/20 6:47
541,美容店10,生活,11627.76,13355.21,2020/8/18 1:54
542,影剧院10,娱乐,11099.31,11632.67,2021/12/6 10:26
543,游艺厅10,娱乐,15476.71,9289.41,2022/3/11 19:21
544,KTV10,娱乐,15988.64,10626.23,2021/3/2 5:27
545,音乐厅10,娱乐,9763.79,11413.44,2021/9/6 6:18
546,网吧10,娱乐,13200.69,11531.54,2020/4/11 1:30
547,桌游室10,娱乐,9913.62,9400.47,2021/7/30 21:07
548,棋牌室10,娱乐,11593.78,9369.01,2020/3/25 22:35
549,体育场馆10,运动,16131.19,12182.54,2022/6/19 3:44
550,游泳场馆10,运动,9516.78,11948.86,2021/2/19 8:07
551,健身场馆10,运动,13134.28,11377.4,2020/10/29 14:49
552,公园10,旅游,15060.1,14928.35,2020/7/7 20:51
553,旅游景点10,旅游,13414.12,13573.07,2020/2/10 10:10
554,图书馆10,文化,13196.79,12887.8,2020/11/6 3:35
555,博物馆10,文化,16457.57,15176.8,2021/4/6 9:20
556,美术馆10,文化,14066.08,10801.12,2020/4/2 5:58
557,展览馆10,文化,11051.85,15622.88,2021/10/4 2:55
558,文化馆10,文化,8988.85,10463.88,2022/3/1 15:55
559,社区活动中心10,娱乐,11280.08,11921.13,2020/7/4 10:18
560,商业综合体10,其他,13292.25,13679.52,2022/3/21 0:52
561,农集贸市场10,购物,12903.67,9215.4,2021/5/1 3:52
562,超市10,购物,10308.15,12691.8,2020/3/18 0:21
563,建筑工地10,工作,11514.78,10708.8,2020/1/19 13:46
564,工厂10,工作,12297.47,13739.03,2020/10/3 12:09
565,烟酒店10,购物,13979.97,9400.26,2022/5/26 3:30
566,水果店10,购物,15990.11,11243.24,2022/1/12 17:33
567,杂货铺10,购物,9333.26,14263.9,2020/6/1 7:54
568,书店10,文化,15517.66,11484.79,2020/9/15 14:45
569,药店10,医疗,14014.56,15140.94,2022/3/9 7:17
570,码头10,交通,9353.42,11050.57,2020/8/12 12:51
571,交通查验点10,交通,14986.87,12700.58,2021/8/22 10:00
572,出租车10,交通,13261.99,8531.36,2020/6/22 13:42
573,公交车10,交通,11203.17,13664.59,2020/5/9 4:18
574,地铁站10,交通,11798.06,15881.43,2020/2/21 18:04
575,公交站10,交通,13631.36,15777.09,2021/5/4 7:42
576,旅游船10,旅游,11131.49,13440.92,2022/4/8 17:06
577,加油站10,交通,12783.17,9039.06,2020/6/16 6:10
578,企事业单位10,办公,15713.37,14709.21,2021/11/13 22:51
579,行政办事大厅10,办公,14380.43,13614.44,2021/8/5 13:10
580,居民小区10,住宅,14135.21,9644.76,2021/9/21 2:16
581,医疗机构10,医疗,9479.57,13851.97,2021/5/20 15:52
582,写字楼10,办公,12670.94,13704.46,2021/11/4 3:50
583,学校10,教育,16362.85,8504.78,2022/6/25 18:13
584,医院10,医疗,10328.74,11773.3,2020/7/7 16:57
585,银行10,银行,15692.08,16217.02,2020/3/10 15:33
586,教育培训机构10,教育,15027.57,11972.15,2022/6/20 6:12
587,邮政10,邮政,9958.34,15934.32,2020/4/14 5:09
588,其他场所10,其他,15100.26,10719.45,2022/1/25 20:16
589,固定核酸采样点10,医疗,16498.54,15832.44,2020/11/29 11:18
590,临时核酸采样点10,医疗,9813.13,14759.85,2022/1/15 5:07
591,宾馆旅店11,住宿,9137.21,14446.0,2020/2/12 20:10
592,餐厅（馆）11,餐饮,9029.01,15260.32,2020/4/8 21:02
593,酒店11,住宿,12999.49,10916.52,2022/4/24 1:22
594,招待所11,住宿,11978.45,14861.85,2022/8/29 8:09
595,咖啡馆11,餐饮,13028.61,11416.73,2022/6/26 3:52
596,酒吧11,餐饮,9741.27,15012.4,2021/5/31 14:42
597,茶座11,餐饮,15228.89,13445.36,2021/11/19 11:27
598,公共浴室11,洗浴,9178.06,11494.08,2022/6/30 16:29
599,理发店11,生活,14892.54,8774.35,2020/2/15 15:14
600,美容店11,生活,12888.75,15495.16,2021/1/27 7:30
601,影剧院11,娱乐,11156.2,15267.74,2020/1/17 16:48
602,游艺厅11,娱乐,14063.0,13665.07,2022/2/11 21:52
603,KTV11,娱乐,13670.64,11279.16,2021/8/11 13:52
604,音乐厅11,娱乐,10074.44,10827.92,2021/3/12 5:34
605,网吧11,娱乐,13654.52,15122.15,2020/5/22 17:46
606,桌游室11,娱乐,16258.53,15817.63,2021/2/20 23:35
607,棋牌室11,娱乐,15890.56,16245.2,2021/8/4 9:32
608,体育场馆11,运动,14451.01,12235.26,2021/5/1 0:00
609,游泳场馆11,运动,10210.04,12830.92,2022/7/24 9:57
610,健身场馆11,运动,9251.84,15016.61,2022/6/26 23:06
611,公园11,旅游,15699.12,13226.04,2020/12/23 8:58
612,旅游景点11,旅游,8416.52,14185.75,2022/5/22 4:02
613,图书馆11,文化,15047.66,15496.61,2021/7/22 5:06
614,博物馆11,文化,14764.65,8557.42,2020/1/12 23:49
615,美术馆11,文化,14149.2,14040.37,2020/4/10 18:50
616,展览馆11,文化,13082.73,16339.1,2022/8/21 6:38
617,文化馆11,文化,15847.81,10875.4,2020/2/8 16:35
618,社区活动中心11,娱乐,10885.89,8670.54,2022/8/16 12:10
619,商业综合体11,其他,8465.28,11262.12,2021/5/12 8:05
620,农集贸市场11,购物,14640.79,15726.71,2022/3/20 11:15
621,超市11,购物,14729.54,9802.75,2020/8/18 10:09
622,建筑工地11,工作,12539.19,13196.86,2021/2/14 12:13
623,工厂11,工作,12412.72,15950.3,2020/12/2 8:31
624,烟酒店11,购物,12499.44,13990.61,2022/4/26 11:35
625,水果店11,购物,12724.73,15046.16,2022/6/17 21:09
626,杂货铺11,购物,14960.49,9658.95,2021/5/23 5:26
627,书店11,文化,14045.75,15693.44,2021/12/5 1:27
628,药店11,医疗,13970.62,11155.81,2021/11/3 14:04
629,码头11,交通,15168.59,10310.06,2020/7/31 4:38
630,交通查验点11,交通,16160.48,8653.27,2021/12/6 1:18
631,出租车11,交通,13459.2,11893.72,2022/8/30 18:01
632,公交车11,交通,12177.59,14461.03,2021/12/25 12:49
633,地铁站11,交通,13181.36,14217.89,2021/10/2 2:40
634,公交站11,交通,16497.05,12838.18,2022/6/19 0:38
635,旅游船11,旅游,14218.86,9965.74,2022/4/9 13:57
636,加油站11,交通,16460.44,9272.86,2021/4/22 18:59
637,企事业单位11,办公,10516.14,15896.32,2022/9/4 21:52
638,行政办事大厅11,办公,15732.74,15242.94,2020/4/2 8:42
639,居民小区11,住宅,13295.66,15424.87,2021/10/18 10:39
640,医疗机构11,医疗,8954.21,10258.26,2022/6/24 21:30
641,写字楼11,办公,10198.07,16286.55,2021/8/3 10:01
642,学校11,教育,11652.11,14672.55,2022/8/15 23:01
643,医院11,医疗,9878.46,15490.39,2020/10/1 16:39
644,银行11,银行,10714.25,9440.56,2022/6/5 10:10
645,教育培训机构11,教育,13929.59,16257.9,2020/2/9 15:18
646,邮政11,邮政,12464.04,11533.56,2021/12/22 9:21
647,其他场所11,其他,12690.61,15478.12,2020/11/12 23:35
648,固定核酸采样点11,医疗,8814.26,12663.74,2021/7/20 13:30
649,临时核酸采样点11,医疗,13886.99,12648.4,2021/12/8 11:13
650,宾馆旅店12,住宿,10014.07,12605.65,2021/2/10 5:11
651,餐厅（馆）12,餐饮,9135.23,11807.82,2022/4/3 23:28
652,酒店12,住宿,9291.62,13690.18,2021/9/13 16:40
653,招待所12,住宿,13583.14,14457.6,2021/2/26 13:42
654,咖啡馆12,餐饮,15681.63,16234.26,2022/3/20 2:46
655,酒吧12,餐饮,14444.13,11650.18,2022/4/27 11:28
656,茶座12,餐饮,16265.32,15956.8,2022/9/10 7:05
657,公共浴室12,洗浴,8521.42,9916.55,2021/12/2 0:47
658,理发店12,生活,16337.26,14619.01,2021/1/15 21:07
659,美容店12,生活,9305.53,13638.45,2020/5/9 11:39
660,影剧院12,娱乐,14651.23,16414.6,2021/6/28 8:11
661,游艺厅12,娱乐,12215.93,10759.88,2022/2/28 14:37
662,KTV12,娱乐,9284.82,9123.06,2022/3/28 11:23
663,音乐厅12,娱乐,14545.42,10769.77,2020/7/16 9:43
664,网吧12,娱乐,9449.9,12576.55,2021/3/17 18:23
665,桌游室12,娱乐,9402.81,14775.05,2022/7/19 2:40
666,棋牌室12,娱乐,14313.58,10078.39,2022/7/18 15:01
667,体育场馆12,运动,13537.68,11421.1,2022/7/26 6:37
668,游泳场馆12,运动,11581.82,12398.96,2022/3/8 8:42
669,健身场馆12,运动,11667.81,12953.74,2022/1/14 2:28
670,公园12,旅游,9885.37,8861.9,2020/8/8 10:22
671,旅游景点12,旅游,11667.87,9204.81,2021/8/13 18:30
672,图书馆12,文化,15095.13,10321.21,2020/1/10 21:28
673,博物馆12,文化,15815.15,12720.41,2021/6/22 3:07
674,美术馆12,文化,9431.62,15967.5,2020/1/30 14:47
675,展览馆12,文化,8725.79,11688.93,2020/10/25 13:30
676,文化馆12,文化,10570.75,15038.81,2021/12/17 15:50
677,社区活动中心12,娱乐,15752.45,16112.97,2020/7/4 10:29
678,商业综合体12,其他,12885.39,14299.07,2022/6/10 4:12
679,农集贸市场12,购物,10551.67,9807.07,2022/6/15 14:02
680,超市12,购物,14350.07,10835.01,2021/5/25 14:40
681,建筑工地12,工作,14916.99,14040.65,2021/3/4 7:55
682,工厂12,工作,8673.34,11059.27,2022/5/6 2:30
683,烟酒店12,购物,10661.12,14282.89,2021/1/28 13:49
684,水果店12,购物,11709.98,11395.65,2021/10/3 16:45
685,杂货铺12,购物,10718.1,8843.97,2021/2/9 22:29
686,书店12,文化,13942.69,13009.29,2021/3/26 20:18
687,药店12,医疗,11123.81,16444.38,2021/10/19 18:50
688,码头12,交通,13660.45,14582.53,2020/4/8 15:39
689,交通查验点12,交通,12120.81,12181.88,2021/3/12 3:47
690,出租车12,交通,10398.13,10674.53,2020/7/19 13:49
691,公交车12,交通,13420.81,16052.62,2021/6/28 15:36
692,地铁站12,交通,11389.56,8940.11,2021/9/22 10:01
693,公交站12,交通,12945.73,14171.05,2022/4/5 11:09
694,旅游船12,旅游,16173.68,16321.1,2020/2/24 5:22
695,加油站12,交通,15955.7,14270.3,2022/3/9 7:39
696,企事业单位12,办公,11730.93,11560.6,2020/3/1 1:59
697,行政办事大厅12,办公,14610.02,9352.32,2022/8/18 20:43
698,居民小区12,住宅,12564.51,13078.31,2020/9/18 0:34
699,医疗机构12,医疗,14144.3,8444.86,2021/11/17 21:51
700,写字楼12,办公,11028.68,10982.53,2021/10/11 10:15
701,学校12,教育,12734.77,10209.26,2021/3/15 0:01
702,医院12,医疗,14943.74,14881.94,2020/8/1 13:28
703,银行12,银行,15308.22,9081.26,2020/6/12 10:51
704,教育培训机构12,教育,9274.83,14797.61,2021/5/22 16:34
705,邮政12,邮政,8743.37,11563.89,2022/2/16 3:44
706,其他场所12,其他,14839.2,13113.54,2020/5/22 23:00
707,固定核酸采样点12,医疗,15397.06,9729.42,2021/12/22 16:51
708,临时核酸采样点12,医疗,11544.13,10441.09,2020/3/23 21:59
709,宾馆旅店13,住宿,9776.28,15874.63,2021/3/14 11:56
710,餐厅（馆）13,餐饮,9145.11,9610.56,2021/10/28 2:02
711,酒店13,住宿,14964.3,11661.3,2020/4/7 23:11
712,招待所13,住宿,12651.41,14390.42,2020/8/2 14:07
713,咖啡馆13,餐饮,12846.88,9411.23,2022/7/7 11:03
714,酒吧13,餐饮,14593.79,9722.33,2022/8/14 10:02
715,茶座13,餐饮,13271.96,9612.6,2020/8/1 16:23
716,公共浴室13,洗浴,9856.34,10097.42,2020/11/16 5:32
717,理发店13,生活,9913.63,15632.04,2022/8/30 4:00
718,美容店13,生活,14512.27,12087.07,2022/2/15 17:17
719,影剧院13,娱乐,9048.95,16014.2,2022/3/1 13:14
720,游艺厅13,娱乐,15090.65,15078.72,2021/12/21 8:18
721,KTV13,娱乐,9793.34,9788.26,2021/5/2 6:33
722,音乐厅13,娱乐,13088.87,15504.67,2022/5/28 17:12
723,网吧13,娱乐,11978.09,13688.1,2021/1/22 9:47
724,桌游室13,娱乐,13732.86,12289.71,2021/5/16 5:02
725,棋牌室13,娱乐,15790.74,8530.48,2020/10/16 1:15
726,体育场馆13,运动,13774.8,14380.42,2021/3/6 16:36
727,游泳场馆13,运动,11936.89,12233.18,2021/4/1 4:49
728,健身场馆13,运动,12555.44,10656.86,2021/8/14 9:20
729,公园13,旅游,12019.2,12592.25,2020/1/18 7:37
730,旅游景点13,旅游,15545.64,11264.68,2021/6/3 5:13
731,图书馆13,文化,16017.04,8425.45,2021/5/11 18:11
732,博物馆13,文化,9769.39,10643.35,2020/3/15 11:30
733,美术馆13,文化,11387.71,10375.88,2022/8/14 17:12
734,展览馆13,文化,14797.81,9813.37,2021/11/29 11:32
735,文化馆13,文化,10697.57,9558.06,2022/8/1 8:44
736,社区活动中心13,娱乐,13491.39,9323.26,2020/6/2 4:15
737,商业综合体13,其他,14479.03,13915.36,2021/2/17 2:35
738,农集贸市场13,购物,8805.05,8544.38,2020/12/5 15:29
739,超市13,购物,16246.76,9695.93,2020/1/18 6:01
740,建筑工地13,工作,14908.27,16439.01,2021/4/29 20:46
741,工厂13,工作,13794.07,9041.39,2022/1/8 12:11
742,烟酒店13,购物,12959.77,15764.97,2020/7/10 20:54
743,水果店13,购物,9227.76,12569.97,2022/4/1 6:35
744,杂货铺13,购物,9864.06,12167.27,2020/2/5 21:38
745,书店13,文化,14837.47,11273.67,2020/4/11 15:33
746,药店13,医疗,14374.43,16394.9,2020/10/15 4:08
747,码头13,交通,10582.86,15536.04,2022/1/16 8:23
748,交通查验点13,交通,15894.47,13668.28,2020/12/20 8:09
749,出租车13,交通,12919.43,11465.18,2022/3/8 16:19
750,公交车13,交通,12617.9,8860.6,2020/10/24 7:19
751,地铁站13,交通,9221.59,15723.5,2020/12/20 10:46
752,公交站13,交通,15433.75,9993.5,2022/4/19 3:53
753,旅游船13,旅游,11248.67,10873.78,2021/12/30 13:36
754,加油站13,交通,13111.65,10185.21,2020/7/19 21:06
755,企事业单位13,办公,10437.41,9848.39,2021/4/6 7:46
756,行政办事大厅13,办公,8569.15,13926.77,2021/11/18 10:57
757,居民小区13,住宅,11041.71,11185.79,2020/8/6 20:15
758,医疗机构13,医疗,9861.08,8899.43,2022/1/12 21:14
759,写字楼13,办公,9478.17,16216.36,2020/12/6 14:26
760,学校13,教育,16417.71,14783.72,2021/10/28 11:03
761,医院13,医疗,10323.23,12466.84,2022/8/4 13:55
762,银行13,银行,10496.68,8398.39,2022/9/29 8:16
763,教育培训机构13,教育,8445.3,8890.12,2020/1/27 0:01
764,邮政13,邮政,14750.61,15544.73,2020/10/26 18:38
765,其他场所13,其他,15492.8,14964.85,2021/1/12 20:05
766,固定核酸采样点13,医疗,9900.2,9969.38,2020/6/19 9:36
767,临时核酸采样点13,医疗,15396.62,12596.62,2020/6/23 3:36
768,宾馆旅店14,住宿,13839.91,11696.2,2021/3/26 8:41
769,餐厅（馆）14,餐饮,12682.65,12540.09,2022/7/18 8:21
770,酒店14,住宿,14290.79,12915.38,2022/1/21 17:49
771,招待所14,住宿,13428.01,11998.85,2021/10/24 16:24
772,咖啡馆14,餐饮,11502.81,13655.2,2022/4/5 22:21
773,酒吧14,餐饮,8931.79,14397.46,2020/1/12 6:51
774,茶座14,餐饮,13896.07,11399.66,2020/2/5 19:18
775,公共浴室14,洗浴,9758.64,13557.32,2020/11/15 9:08
776,理发店14,生活,10868.32,10902.6,2021/8/23 14:02
777,美容店14,生活,8701.26,9545.92,2020/8/15 0:34
778,影剧院14,娱乐,14233.17,8386.16,2021/3/29 13:37
779,游艺厅14,娱乐,14044.99,11406.12,2021/11/1 7:47
780,KTV14,娱乐,9141.4,12299.54,2022/5/2 4:18
781,音乐厅14,娱乐,11305.62,8459.97,2021/9/14 17:45
782,网吧14,娱乐,15974.77,10000.77,2020/10/28 14:45
783,桌游室14,娱乐,15198.59,16168.71,2020/8/14 12:20
784,棋牌室14,娱乐,10339.63,11812.31,2022/5/12 23:50
785,体育场馆14,运动,8885.67,11168.44,2021/7/16 20:26
786,游泳场馆14,运动,12675.02,12538.56,2020/4/18 6:24
787,健身场馆14,运动,9682.42,12238.28,2022/5/13 15:09
788,公园14,旅游,9027.21,14120.64,2020/12/31 8:09
789,旅游景点14,旅游,13447.32,11795.26,2021/8/20 2:37
790,图书馆14,文化,10430.54,10641.9,2020/3/27 14:25
791,博物馆14,文化,12011.05,10597.86,2020/4/17 11:59
792,美术馆14,文化,14321.55,10084.36,2022/2/5 21:17
793,展览馆14,文化,11091.73,11027.51,2022/3/7 2:23
794,文化馆14,文化,8351.22,14424.45,2021/6/26 5:34
795,社区活动中心14,娱乐,10779.53,13804.94,2020/12/2 14:42
796,商业综合体14,其他,12297.24,12093.48,2021/3/28 18:45
797,农集贸市场14,购物,10511.65,16135.56,2022/2/10 11:36
798,超市14,购物,9116.17,14416.04,2021/8/11 19:11
799,建筑工地14,工作,12845.9,11315.89,2022/6/7 17:28
800,工厂14,工作,9412.52,14826.71,2022/9/21 5:36
801,烟酒店14,购物,10528.95,16320.32,2020/3/5 5:38
802,水果店14,购物,14789.45,12503.5,2021/3/10 3:00
803,杂货铺14,购物,8592.49,9224.9,2022/6/8 21:41
804,书店14,文化,14333.19,15893.26,2020/7/13 9:53
805,药店14,医疗,12998.36,10812.75,2021/12/8 14:02
806,码头14,交通,11970.89,8842.37,2020/7/23 23:13
807,交通查验点14,交通,9040.88,8842.65,2022/8/22 22:17
808,出租车14,交通,11128.99,10783.19,2020/4/22 7:17
809,公交车14,交通,11802.45,12300.39,2021/5/14 20:34
810,地铁站14,交通,15556.81,14014.44,2020/11/23 12:20
811,公交站14,交通,12195.63,11539.57,2022/4/13 11:12
812,旅游船14,旅游,9417.44,15101.01,2020/2/12 10:18
813,加油站14,交通,10912.81,13456.16,2022/7/17 20:46
814,企事业单位14,办公,12185.71,9006.32,2022/5/31 21:38
815,行政办事大厅14,办公,8641.65,13178.84,2021/11/11 8:29
816,居民小区14,住宅,12530.17,12207.82,2022/3/6 18:50
817,医疗机构14,医疗,10392.41,10294.2,2022/2/28 15:51
818,写字楼14,办公,11193.96,11933.76,2020/12/29 11:28
819,学校14,教育,14170.33,8513.9,2021/4/11 11:12
820,医院14,医疗,13726.61,9646.72,2021/1/6 16:38
821,银行14,银行,13314.22,13077.91,2022/8/21 4:42
822,教育培训机构14,教育,11556.36,11087.02,2022/3/16 23:22
823,邮政14,邮政,11259.38,9625.75,2021/2/23 14:32
824,其他场所14,其他,16380.29,12826.7,2020/11/2 14:35
825,固定核酸采样点14,医疗,8771.0,16255.16,2021/11/29 11:58
826,临时核酸采样点14,医疗,11136.77,12871.98,2021/11/7 19:39
827,宾馆旅店15,住宿,15381.32,9124.81,2021/2/22 17:53
828,餐厅（馆）15,餐饮,8862.49,9689.92,2021/8/2 15:42
829,酒店15,住宿,8401.34,12995.62,2021/3/9 2:54
830,招待所15,住宿,13423.62,13122.3,2021/5/20 18:11
831,咖啡馆15,餐饮,9415.78,14442.42,2021/3/26 18:15
832,酒吧15,餐饮,12298.36,11187.35,2022/6/28 20:32
833,茶座15,餐饮,10106.85,9505.23,2022/9/20 21:00
834,公共浴室15,洗浴,11375.42,9957.36,2021/9/11 10:12
835,理发店15,生活,11040.46,10587.11,2020/5/19 11:09
836,美容店15,生活,9670.59,13087.84,2022/7/24 8:08
837,影剧院15,娱乐,15285.65,10592.83,2021/7/30 20:38
838,游艺厅15,娱乐,9501.21,13361.19,2021/8/3 7:43
839,KTV15,娱乐,16375.74,10290.31,2022/5/13 5:06
840,音乐厅15,娱乐,12995.41,13595.6,2021/7/27 20:35
841,网吧15,娱乐,14006.97,13163.94,2020/5/28 11:32
842,桌游室15,娱乐,14901.03,14807.2,2022/3/12 23:45
843,棋牌室15,娱乐,11408.13,16316.93,2021/3/5 14:30
844,体育场馆15,运动,11846.17,9351.02,2020/12/4 8:39
845,游泳场馆15,运动,15552.04,11716.71,2021/5/15 0:47
846,健身场馆15,运动,9491.21,10653.9,2022/3/10 4:17
847,公园15,旅游,14517.31,14115.45,2021/3/22 12:52
