序号,次密接者ID,次密接日期,次密接场所ID,密接者ID
2112,83944,2022-11-20 06:40:57,233,70738
2113,19314,2022-11-20 07:01:57,233,70738
2114,94630,2022-11-09 12:13:43,523,54078
2115,87811,2022-11-09 11:42:43,523,54078
2116,34640,2022-11-09 12:25:43,523,54078
2117,46263,2022-11-09 12:31:43,523,54078
2118,35771,2022-11-09 12:13:43,523,54078
2119,13652,2022-11-09 12:34:43,523,54078
2120,54054,2022-11-09 12:34:43,523,54078
2121,74205,2022-11-09 11:38:43,523,54078
2122,48081,2022-11-08 05:46:03,1219,51645
2123,61933,2022-11-08 06:18:03,1219,51645
2124,37632,2022-11-08 05:28:03,1219,51645
2125,53537,2022-11-08 06:15:03,1219,51645
2126,69538,2022-11-08 05:34:03,1219,51645
2127,9590,2022-11-08 05:52:03,1219,51645
2128,45307,2022-11-01 05:59:08,116,58753
2129,13177,2022-11-01 05:36:08,116,58753
2130,49537,2022-11-01 05:46:08,116,58753
2131,7482,2022-11-01 06:19:08,116,58753
2132,58470,2022-11-01 05:54:08,116,58753
2133,78073,2022-11-01 05:41:08,116,58753
2134,78351,2022-11-01 06:07:08,116,58753
2135,77131,2022-11-01 05:41:08,116,58753
2136,68779,2022-11-08 10:02:06,988,93659
2137,67001,2022-11-08 09:25:06,988,93659
2138,50607,2022-11-08 09:21:06,988,93659
2139,55597,2022-11-08 10:12:06,988,93659
2140,23308,2022-11-08 09:32:06,988,93659
2141,42946,2022-11-08 10:02:06,988,93659
2142,42881,2022-11-18 15:53:28,1496,84379
2143,90810,2022-11-18 15:28:28,1496,84379
2144,28134,2022-11-18 15:31:28,1496,84379
2145,91553,2022-11-18 15:27:28,1496,84379
2146,27969,2022-11-18 15:55:28,1496,84379
2147,46473,2022-11-18 16:03:28,1496,84379
2148,24787,2022-11-08 15:35:56,43,4817
2149,36808,2022-11-08 15:12:56,43,4817
2150,55896,2022-11-08 15:40:56,43,4817
2151,83279,2022-11-08 15:03:56,43,4817
2152,26220,2022-11-08 15:19:56,43,4817
2153,10454,2022-11-08 14:55:56,43,4817
2154,40931,2022-11-08 07:18:03,335,79700
2155,77913,2022-11-08 06:54:03,335,79700
2156,79928,2022-11-08 07:06:03,335,79700
2157,36643,2022-11-08 07:17:03,335,79700
2158,81875,2022-11-08 06:41:03,335,79700
2159,7082,2022-11-08 07:01:03,335,79700
2160,55782,2022-11-09 11:07:20,364,80989
2161,6098,2022-11-09 10:28:20,364,80989
2162,30331,2022-11-09 11:01:20,364,80989
2163,31547,2022-11-09 11:03:20,364,80989
2164,99803,2022-11-09 10:16:20,364,80989
2165,64430,2022-11-09 10:48:20,364,80989
2166,59268,2022-11-19 02:24:25,1003,65345
2167,15262,2022-11-19 02:26:25,1003,65345
2168,64851,2022-11-19 02:44:25,1003,65345
2169,14467,2022-11-19 02:37:25,1003,65345
2170,42545,2022-11-19 02:27:25,1003,65345
2171,11770,2022-11-19 01:52:25,1003,65345
2172,7528,2022-11-10 20:15:56,550,46581
2173,32704,2022-11-10 20:51:56,550,46581
2174,84811,2022-11-10 20:30:56,550,46581
2175,20730,2022-11-10 20:43:56,550,46581
2176,23555,2022-11-10 20:20:56,550,46581
2177,77817,2022-11-10 19:58:56,550,46581
2178,84804,2022-11-08 19:09:43,760,37086
2179,72303,2022-11-08 19:26:43,760,37086
2180,12013,2022-11-08 20:01:43,760,37086
2181,522,2022-11-08 19:43:43,760,37086
2182,84247,2022-11-08 19:57:43,760,37086
2183,25276,2022-11-08 19:31:43,760,37086
2184,79976,2022-11-19 08:13:25,681,88338
2185,8362,2022-11-19 07:47:25,681,88338
2186,21217,2022-11-19 07:41:25,681,88338
2187,51409,2022-11-19 08:21:25,681,88338
2188,81304,2022-11-19 08:23:25,681,88338
2189,79445,2022-11-19 07:41:25,681,88338
2190,65372,2022-11-19 08:08:25,681,88338
2191,96512,2022-11-19 08:27:25,681,88338
2192,24437,2022-11-19 07:36:25,681,88338
2193,70469,2022-11-02 12:29:52,1537,54082
2194,57180,2022-11-02 12:31:52,1537,54082
2195,40479,2022-11-02 12:25:52,1537,54082
2196,49246,2022-11-02 12:20:52,1537,54082
2197,10128,2022-11-02 12:00:52,1537,54082
2198,55576,2022-11-02 11:53:52,1537,54082
2199,60855,2022-11-02 12:09:52,1537,54082
2200,64580,2022-11-02 12:31:52,1537,54082
2201,9578,2022-11-10 06:33:12,377,17014
2202,77839,2022-11-10 06:58:12,377,17014
2203,9571,2022-11-10 06:26:12,377,17014
2204,48850,2022-11-10 06:34:12,377,17014
2205,7166,2022-11-10 06:47:12,377,17014
2206,81125,2022-11-10 07:10:12,377,17014
2207,33747,2022-11-09 07:26:20,2435,64241
2208,47378,2022-11-09 07:07:20,2435,64241
2209,6074,2022-11-09 07:13:20,2435,64241
2210,86042,2022-11-09 07:16:20,2435,64241
2211,29330,2022-11-09 07:34:20,2435,64241
2212,74539,2022-11-09 07:34:20,2435,64241
2213,14923,2022-11-09 15:50:03,2465,90092
2214,3232,2022-11-09 15:25:03,2465,90092
2215,56658,2022-11-09 15:47:03,2465,90092
2216,55322,2022-11-09 15:45:03,2465,90092
2217,71492,2022-11-09 15:46:03,2465,90092
2218,88594,2022-11-09 15:18:03,2465,90092
2219,21893,2022-11-09 15:54:03,2465,90092
2220,6436,2022-11-10 05:06:28,1637,74520
2221,13889,2022-11-10 04:49:28,1637,74520
2222,92322,2022-11-10 05:16:28,1637,74520
2223,68942,2022-11-10 04:43:28,1637,74520
2224,6414,2022-11-10 04:56:28,1637,74520
2225,77279,2022-11-10 05:13:28,1637,74520
2226,97146,2022-11-08 05:14:56,2474,4362
2227,36956,2022-11-08 04:59:56,2474,4362
2228,26301,2022-11-08 05:04:56,2474,4362
2229,49795,2022-11-08 05:33:56,2474,4362
2230,23217,2022-11-08 04:57:56,2474,4362
2231,54521,2022-11-08 05:07:56,2474,4362
2232,72291,2022-11-02 08:16:02,1882,48322
2233,22603,2022-11-02 08:16:02,1882,48322
2234,21540,2022-11-02 08:27:02,1882,48322
2235,28536,2022-11-02 08:28:02,1882,48322
2236,19619,2022-11-02 08:27:02,1882,48322
2237,72002,2022-11-02 07:55:02,1882,48322
2238,7684,2022-11-02 07:55:02,1882,48322
2239,42729,2022-11-02 08:14:02,1882,48322
2240,2332,2022-11-02 08:02:02,1882,48322
2241,38156,2022-11-02 13:49:05,469,93688
2242,35983,2022-11-02 14:20:05,469,93688
2243,22251,2022-11-02 14:10:05,469,93688
2244,88515,2022-11-02 14:24:05,469,93688
2245,67284,2022-11-02 14:37:05,469,93688
2246,41123,2022-11-02 14:00:05,469,93688
2247,93910,2022-11-02 14:19:05,469,93688
2248,83712,2022-11-02 14:07:05,469,93688
2249,60479,2022-11-02 14:25:05,469,93688
2250,83983,2022-11-01 09:28:08,2142,30371
2251,79257,2022-11-01 08:49:08,2142,30371
2252,4724,2022-11-01 09:34:08,2142,30371
2253,25098,2022-11-01 09:37:08,2142,30371
2254,4490,2022-11-01 09:30:08,2142,30371
2255,92977,2022-11-01 08:50:08,2142,30371
2256,43228,2022-11-03 11:54:17,597,10553
2257,7615,2022-11-03 11:36:17,597,10553
2258,48422,2022-11-03 12:12:17,597,10553
2259,38882,2022-11-03 11:57:17,597,10553
2260,37523,2022-11-03 11:58:17,597,10553
2261,93847,2022-11-03 12:04:17,597,10553
2262,73737,2022-11-03 12:08:17,597,10553
2263,20873,2022-11-03 11:57:17,597,10553
2264,49654,2022-11-03 11:56:17,597,10553
2265,66982,2022-11-02 07:10:02,606,38393
2266,94597,2022-11-02 06:42:02,606,38393
2267,47200,2022-11-02 07:03:02,606,38393
2268,24640,2022-11-02 06:51:02,606,38393
2269,5232,2022-11-02 07:04:02,606,38393
2270,42675,2022-11-02 06:47:02,606,38393
2271,64921,2022-11-02 06:45:02,606,38393
2272,66484,2022-11-02 07:15:02,606,38393
2273,11570,2022-11-02 07:16:02,606,38393
2274,73128,2022-11-18 14:41:39,2201,23223
2275,73763,2022-11-18 14:33:39,2201,23223
2276,95739,2022-11-18 14:53:39,2201,23223
2277,77624,2022-11-18 15:10:39,2201,23223
2278,85483,2022-11-18 14:43:39,2201,23223
2279,71749,2022-11-18 14:33:39,2201,23223
2280,40393,2022-11-18 14:50:39,2201,23223
2281,25244,2022-11-18 15:09:39,2201,23223
2282,38097,2022-11-03 10:19:47,1448,48693
2283,66098,2022-11-03 10:35:47,1448,48693
2284,72527,2022-11-03 10:16:47,1448,48693
2285,13955,2022-11-03 10:37:47,1448,48693
2286,6419,2022-11-03 09:51:47,1448,48693
2287,1731,2022-11-03 09:41:47,1448,48693
2288,94087,2022-11-18 11:08:23,2356,70582
2289,50619,2022-11-18 11:14:23,2356,70582
2290,48672,2022-11-18 10:57:23,2356,70582
2291,46055,2022-11-18 11:42:23,2356,70582
2292,25309,2022-11-18 11:02:23,2356,70582
2293,72510,2022-11-18 11:07:23,2356,70582
2294,32489,2022-11-18 11:12:23,2356,70582
2295,30808,2022-11-18 11:48:23,2356,70582
2296,90377,2022-11-10 13:26:51,257,80842
2297,94843,2022-11-10 13:47:51,257,80842
2298,22940,2022-11-10 13:31:51,257,80842
2299,18109,2022-11-10 13:16:51,257,80842
2300,57472,2022-11-10 14:01:51,257,80842
2301,63340,2022-11-10 13:33:51,257,80842
2302,55401,2022-11-21 00:49:33,2644,73044
2303,37393,2022-11-21 01:20:33,2644,73044
2304,69212,2022-11-21 01:07:33,2644,73044
2305,72673,2022-11-21 01:22:33,2644,73044
2306,17211,2022-11-21 00:31:33,2644,73044
2307,43855,2022-11-21 01:12:33,2644,73044
2308,72498,2022-11-21 01:16:33,2644,73044
2309,50181,2022-11-08 20:33:29,569,59563
2310,50140,2022-11-08 20:55:29,569,59563
2311,72268,2022-11-08 20:35:29,569,59563
2312,30150,2022-11-08 21:11:29,569,59563
2313,79043,2022-11-08 20:50:29,569,59563
2314,62614,2022-11-08 21:14:29,569,59563
2315,61599,2022-11-08 20:38:29,569,59563
2316,13063,2022-11-03 03:01:02,2172,62781
2317,43787,2022-11-03 03:15:02,2172,62781
2318,62820,2022-11-03 03:46:02,2172,62781
2319,49011,2022-11-03 03:34:02,2172,62781
2320,59390,2022-11-03 03:57:02,2172,62781
2321,93598,2022-11-03 03:48:02,2172,62781
2322,81454,2022-11-03 03:21:02,2172,62781
2323,55996,2022-11-03 03:51:02,2172,62781
2324,87899,2022-11-01 08:39:05,1026,44891
2325,5199,2022-11-01 07:53:05,1026,44891
2326,39795,2022-11-01 08:09:05,1026,44891
2327,80470,2022-11-01 08:03:05,1026,44891
2328,76436,2022-11-01 08:11:05,1026,44891
2329,91695,2022-11-01 08:00:05,1026,44891
2330,42261,2022-11-01 08:13:05,1026,44891
2331,19871,2022-11-01 08:34:05,1026,44891
2332,1849,2022-11-01 07:59:05,1026,44891
2333,69261,2022-11-21 05:39:33,1232,91902
2334,60110,2022-11-21 06:22:33,1232,91902
2335,3134,2022-11-21 06:07:33,1232,91902
2336,44486,2022-11-21 05:38:33,1232,91902
2337,8858,2022-11-21 05:52:33,1232,91902
2338,28611,2022-11-21 06:15:33,1232,91902
2339,9347,2022-11-21 05:57:33,1232,91902
2340,1013,2022-11-21 05:45:33,1232,91902
2341,14027,2022-11-09 06:44:56,2752,93363
2342,23296,2022-11-09 06:17:56,2752,93363
2343,21709,2022-11-09 06:09:56,2752,93363
2344,79863,2022-11-09 06:21:56,2752,93363
2345,47096,2022-11-09 06:29:56,2752,93363
2346,75074,2022-11-09 06:09:56,2752,93363
2347,54328,2022-11-09 06:00:56,2752,93363
2348,26327,2022-11-09 06:43:56,2752,93363
2349,24084,2022-11-09 06:48:56,2752,93363
2350,18085,2022-11-19 11:14:39,1025,27715
2351,634,2022-11-19 11:08:39,1025,27715
2352,84357,2022-11-19 11:35:39,1025,27715
2353,52923,2022-11-19 11:03:39,1025,27715
2354,16545,2022-11-19 10:59:39,1025,27715
2355,61140,2022-11-19 11:37:39,1025,27715
2356,22389,2022-11-19 11:43:39,1025,27715
2357,19228,2022-11-19 10:56:39,1025,27715
2358,22528,2022-11-19 11:19:39,1025,27715
2359,90921,2022-11-18 05:22:28,2210,98978
2360,15339,2022-11-18 05:03:28,2210,98978
2361,12216,2022-11-18 05:18:28,2210,98978
2362,38244,2022-11-18 04:36:28,2210,98978
2363,59166,2022-11-18 05:16:28,2210,98978
2364,87971,2022-11-18 04:53:28,2210,98978
2365,3974,2022-11-18 05:22:28,2210,98978
2366,96160,2022-11-18 04:47:28,2210,98978
2367,8870,2022-11-18 05:22:28,2210,98978
2368,93796,2022-11-20 22:00:19,1754,64881
2369,48266,2022-11-20 22:11:19,1754,64881
2370,23858,2022-11-20 22:37:19,1754,64881
2371,18776,2022-11-20 22:46:19,1754,64881
2372,43639,2022-11-20 22:10:19,1754,64881
2373,93325,2022-11-20 22:16:19,1754,64881
2374,78767,2022-11-20 22:47:19,1754,64881
2375,45016,2022-11-20 21:51:19,1754,64881
2376,56072,2022-11-20 22:31:19,1754,64881
2377,26897,2022-11-09 00:35:29,2299,89419
2378,39361,2022-11-09 00:13:29,2299,89419
2379,13287,2022-11-09 00:00:29,2299,89419
2380,52057,2022-11-09 00:38:29,2299,89419
2381,74043,2022-11-09 00:00:29,2299,89419
2382,27408,2022-11-08 23:54:29,2299,89419
2383,18061,2022-11-09 00:06:29,2299,89419
2384,19600,2022-11-08 23:43:29,2299,89419
2385,52255,2022-11-09 00:30:29,2299,89419
2386,85589,2022-11-08 18:46:29,2038,39125
2387,35688,2022-11-08 19:05:29,2038,39125
2388,33472,2022-11-08 19:07:29,2038,39125
2389,36463,2022-11-08 19:14:29,2038,39125
2390,59337,2022-11-08 18:46:29,2038,39125
2391,48061,2022-11-08 19:18:29,2038,39125
2392,57339,2022-11-08 19:09:29,2038,39125
2393,33148,2022-11-08 18:54:29,2038,39125
2394,5362,2022-11-08 18:51:29,2038,39125
2395,83616,2022-11-02 02:41:32,1347,13536
2396,46704,2022-11-02 01:54:32,1347,13536
2397,5092,2022-11-02 01:53:32,1347,13536
2398,43782,2022-11-02 02:08:32,1347,13536
2399,67633,2022-11-02 02:28:32,1347,13536
2400,99570,2022-11-02 01:59:32,1347,13536
2401,76444,2022-11-02 02:21:32,1347,13536
2402,35476,2022-11-02 02:07:32,1347,13536
2403,31490,2022-11-02 02:41:32,1347,13536
2404,60409,2022-11-03 12:20:08,2619,87360
2405,41325,2022-11-03 12:45:08,2619,87360
2406,23641,2022-11-03 12:20:08,2619,87360
2407,62914,2022-11-03 12:14:08,2619,87360
2408,55211,2022-11-03 12:26:08,2619,87360
2409,14199,2022-11-03 12:50:08,2619,87360
2410,41100,2022-11-03 12:35:08,2619,87360
2411,70283,2022-11-03 12:19:08,2619,87360
2412,99482,2022-11-03 12:38:08,2619,87360
2413,70674,2022-11-03 13:55:17,1976,59840
2414,44150,2022-11-03 13:57:17,1976,59840
2415,50814,2022-11-03 13:36:17,1976,59840
2416,34351,2022-11-03 13:44:17,1976,59840
2417,12522,2022-11-03 13:54:17,1976,59840
2418,7029,2022-11-03 13:45:17,1976,59840
2419,96842,2022-11-03 13:37:17,1976,59840
2420,17786,2022-11-03 13:20:17,1976,59840
2421,57154,2022-11-03 13:03:17,1976,59840
2422,51505,2022-11-18 09:32:23,2288,64672
2423,80855,2022-11-18 09:16:23,2288,64672
2424,54754,2022-11-18 09:19:23,2288,64672
2425,24849,2022-11-18 09:24:23,2288,64672
2426,45336,2022-11-18 09:30:23,2288,64672
2427,70176,2022-11-18 09:16:23,2288,64672
2428,7213,2022-11-18 08:42:23,2288,64672
2429,63203,2022-11-08 17:59:56,1101,30340
2430,39678,2022-11-08 17:51:56,1101,30340
2431,43677,2022-11-08 18:19:56,1101,30340
2432,61684,2022-11-08 17:40:56,1101,30340
2433,79745,2022-11-08 18:27:56,1101,30340
2434,78931,2022-11-08 17:41:56,1101,30340
2435,12220,2022-11-08 18:00:56,1101,30340
2436,57453,2022-11-19 09:54:04,1921,70881
2437,13245,2022-11-19 10:13:04,1921,70881
2438,89215,2022-11-19 10:00:04,1921,70881
2439,76175,2022-11-19 10:44:04,1921,70881
2440,47657,2022-11-19 10:05:04,1921,70881
2441,26179,2022-11-19 10:42:04,1921,70881
2442,84375,2022-11-19 10:04:04,1921,70881
2443,61492,2022-11-19 23:38:04,2713,96166
2444,52436,2022-11-19 23:37:04,2713,96166
2445,64552,2022-11-20 00:13:04,2713,96166
2446,85563,2022-11-19 23:35:04,2713,96166
2447,21838,2022-11-20 00:15:04,2713,96166
2448,45213,2022-11-19 23:29:04,2713,96166
2449,61459,2022-11-20 21:19:57,1935,43195
2450,7006,2022-11-20 21:38:57,1935,43195
2451,76909,2022-11-20 20:55:57,1935,43195
2452,32680,2022-11-20 20:52:57,1935,43195
2453,22417,2022-11-20 21:03:57,1935,43195
2454,26339,2022-11-20 20:55:57,1935,43195
2455,61843,2022-11-20 21:01:57,1935,43195
2456,73106,2022-11-20 21:08:57,1935,43195
2457,35188,2022-11-19 19:45:25,601,27679
2458,36244,2022-11-19 19:39:25,601,27679
2459,28866,2022-11-19 19:36:25,601,27679
2460,41538,2022-11-19 19:45:25,601,27679
2461,48728,2022-11-19 19:47:25,601,27679
2462,29202,2022-11-19 19:32:25,601,27679
2463,96909,2022-11-19 19:19:25,601,27679
2464,48754,2022-11-08 11:52:06,2293,52110
2465,15158,2022-11-08 11:47:06,2293,52110
2466,27634,2022-11-08 12:10:06,2293,52110
2467,80467,2022-11-08 11:30:06,2293,52110
2468,20311,2022-11-08 12:18:06,2293,52110
2469,82632,2022-11-08 11:51:06,2293,52110
2470,78381,2022-11-08 12:11:06,2293,52110
2471,1668,2022-11-08 11:40:06,2293,52110
2472,79405,2022-11-08 11:49:06,2293,52110
2473,33394,2022-11-03 07:27:59,2331,30945
2474,4833,2022-11-03 07:33:59,2331,30945
2475,43592,2022-11-03 08:02:59,2331,30945
2476,93455,2022-11-03 07:52:59,2331,30945
2477,55466,2022-11-03 07:57:59,2331,30945
2478,80815,2022-11-03 07:57:59,2331,30945
2479,48080,2022-11-03 07:45:59,2331,30945
2480,67359,2022-11-03 08:05:59,2331,30945
2481,79278,2022-11-03 07:32:59,2331,30945
2482,18896,2022-11-09 00:56:43,1820,38795
2483,93516,2022-11-09 00:52:43,1820,38795
2484,73790,2022-11-09 01:28:43,1820,38795
2485,91756,2022-11-09 01:00:43,1820,38795
2486,98455,2022-11-09 01:44:43,1820,38795
2487,74399,2022-11-09 01:00:43,1820,38795
2488,39358,2022-11-09 01:13:43,1820,38795
2489,46564,2022-11-09 01:12:43,1820,38795
2490,97922,2022-11-09 01:29:43,1820,38795
2491,42709,2022-11-03 23:16:17,2840,77779
2492,62282,2022-11-03 23:13:17,2840,77779
2493,95160,2022-11-03 23:36:17,2840,77779
2494,74037,2022-11-03 23:24:17,2840,77779
2495,67536,2022-11-03 22:53:17,2840,77779
2496,89422,2022-11-03 22:41:17,2840,77779
2497,19458,2022-11-03 23:35:17,2840,77779
2498,38770,2022-11-03 22:55:17,2840,77779
2499,85193,2022-11-03 22:49:17,2840,77779
2500,4835,2022-11-20 10:15:04,843,81543
2501,39568,2022-11-20 09:49:04,843,81543
2502,66481,2022-11-20 09:38:04,843,81543
2503,10672,2022-11-20 10:05:04,843,81543
2504,97269,2022-11-20 09:25:04,843,81543
2505,21728,2022-11-20 10:16:04,843,81543
2506,85969,2022-11-20 10:16:04,843,81543
2507,88729,2022-11-20 10:13:04,843,81543
2508,72743,2022-11-20 03:16:04,1624,71848
2509,44708,2022-11-20 03:51:04,1624,71848
2510,96736,2022-11-20 03:42:04,1624,71848
2511,13780,2022-11-20 03:34:04,1624,71848
2512,59642,2022-11-20 03:55:04,1624,71848
2513,651,2022-11-20 03:16:04,1624,71848
2514,78184,2022-11-20 03:21:04,1624,71848
2515,41238,2022-11-04 00:52:47,1804,87151
2516,51871,2022-11-04 00:36:47,1804,87151
2517,60417,2022-11-04 00:38:47,1804,87151
2518,5621,2022-11-04 00:43:47,1804,87151
2519,96617,2022-11-04 00:55:47,1804,87151
2520,39181,2022-11-04 01:34:47,1804,87151
2521,58841,2022-11-04 01:29:47,1804,87151
2522,86803,2022-11-04 01:05:47,1804,87151
2523,26140,2022-11-04 00:58:47,1804,87151
2524,77787,2022-11-03 17:07:08,2494,44908
2525,10072,2022-11-03 17:16:08,2494,44908
2526,81474,2022-11-03 17:30:08,2494,44908
2527,82685,2022-11-03 17:15:08,2494,44908
2528,39398,2022-11-03 17:12:08,2494,44908
2529,78921,2022-11-03 16:55:08,2494,44908
2530,30434,2022-11-03 17:12:08,2494,44908
2531,70250,2022-11-03 17:42:08,2494,44908
2532,11517,2022-11-03 17:30:08,2494,44908
2533,23670,2022-11-18 04:49:28,2620,99197
2534,13149,2022-11-18 04:46:28,2620,99197
2535,13450,2022-11-18 05:26:28,2620,99197
2536,21931,2022-11-18 05:28:28,2620,99197
2537,62714,2022-11-18 05:12:28,2620,99197
2538,1470,2022-11-18 05:20:28,2620,99197
2539,74323,2022-11-02 20:35:08,1474,34219
2540,14636,2022-11-02 20:37:08,1474,34219
2541,17321,2022-11-02 20:37:08,1474,34219
2542,51184,2022-11-02 20:19:08,1474,34219
2543,84910,2022-11-02 20:00:08,1474,34219
2544,76050,2022-11-02 20:07:08,1474,34219
2545,64104,2022-11-02 20:13:08,1474,34219
2546,61230,2022-11-19 13:56:25,2081,97145
2547,51191,2022-11-19 14:08:25,2081,97145
2548,74287,2022-11-19 14:37:25,2081,97145
2549,58059,2022-11-19 14:30:25,2081,97145
2550,9094,2022-11-19 14:13:25,2081,97145
2551,79319,2022-11-19 14:13:25,2081,97145
2552,73946,2022-11-19 14:41:25,2081,97145
2553,476,2022-11-19 14:22:25,2081,97145
2554,98790,2022-11-18 16:34:57,2317,60362
2555,33237,2022-11-18 16:59:57,2317,60362
2556,4171,2022-11-18 16:37:57,2317,60362
2557,89904,2022-11-18 16:40:57,2317,60362
2558,40424,2022-11-18 16:45:57,2317,60362
2559,95965,2022-11-18 17:07:57,2317,60362
2560,76246,2022-11-09 03:42:56,772,31046
2561,52563,2022-11-09 03:01:56,772,31046
2562,77303,2022-11-09 03:42:56,772,31046
2563,44062,2022-11-09 03:06:56,772,31046
2564,89957,2022-11-09 03:16:56,772,31046
2565,97038,2022-11-09 03:16:56,772,31046
2566,95037,2022-11-02 11:51:52,216,13444
2567,34226,2022-11-02 12:00:52,216,13444
2568,96697,2022-11-02 11:59:52,216,13444
2569,53543,2022-11-02 12:11:52,216,13444
2570,7286,2022-11-02 11:26:52,216,13444
2571,71071,2022-11-02 11:31:52,216,13444
2572,87610,2022-11-19 09:44:25,182,88434
2573,69557,2022-11-19 09:44:25,182,88434
2574,54390,2022-11-19 09:25:25,182,88434
2575,90857,2022-11-19 09:41:25,182,88434
2576,15145,2022-11-19 09:23:25,182,88434
2577,69776,2022-11-19 09:04:25,182,88434
2578,21696,2022-11-19 09:07:25,182,88434
2579,711,2022-11-19 09:19:25,182,88434
2580,8831,2022-11-19 09:42:25,182,88434
2581,47128,2022-11-20 23:01:57,590,46465
2582,76521,2022-11-20 22:35:57,590,46465
2583,91247,2022-11-20 22:57:57,590,46465
2584,69052,2022-11-20 22:26:57,590,46465
2585,49006,2022-11-20 23:09:57,590,46465
2586,4217,2022-11-20 22:40:57,590,46465
2587,99260,2022-11-20 22:57:57,590,46465
2588,72311,2022-11-20 22:35:57,590,46465
2589,4931,2022-11-09 20:10:56,1394,55822
2590,51467,2022-11-09 20:09:56,1394,55822
2591,27338,2022-11-09 20:21:56,1394,55822
2592,80624,2022-11-09 20:29:56,1394,55822
2593,83375,2022-11-09 20:14:56,1394,55822
2594,70505,2022-11-09 20:21:56,1394,55822
2595,9712,2022-11-09 21:11:51,333,91942
2596,27475,2022-11-09 21:32:51,333,91942
2597,49339,2022-11-09 21:30:51,333,91942
2598,51027,2022-11-09 20:58:51,333,91942
2599,56716,2022-11-09 20:51:51,333,91942
2600,39978,2022-11-09 21:29:51,333,91942
2601,83116,2022-11-08 23:21:29,2596,47461
2602,55294,2022-11-08 23:42:29,2596,47461
2603,20441,2022-11-08 23:42:29,2596,47461
2604,36950,2022-11-08 23:30:29,2596,47461
2605,93568,2022-11-08 23:50:29,2596,47461
2606,5437,2022-11-08 23:44:29,2596,47461
2607,64891,2022-11-08 22:58:29,2596,47461
2608,10872,2022-11-02 11:41:52,1767,78777
2609,81361,2022-11-02 11:17:52,1767,78777
2610,67635,2022-11-02 11:11:52,1767,78777
2611,7346,2022-11-02 11:38:52,1767,78777
2612,33017,2022-11-02 10:46:52,1767,78777
2613,41315,2022-11-02 10:56:52,1767,78777
2614,80187,2022-11-02 10:43:52,1767,78777
2615,5946,2022-11-03 02:29:08,1977,74449
2616,6770,2022-11-03 02:41:08,1977,74449
2617,75628,2022-11-03 02:32:08,1977,74449
2618,37104,2022-11-03 02:42:08,1977,74449
2619,86826,2022-11-03 02:39:08,1977,74449
2620,25943,2022-11-03 02:22:08,1977,74449
2621,95391,2022-11-03 02:36:08,1977,74449
2622,74256,2022-11-03 02:47:08,1977,74449
2623,82432,2022-11-19 01:51:25,735,44513
2624,24555,2022-11-19 02:10:25,735,44513
2625,95791,2022-11-19 01:35:25,735,44513
2626,91205,2022-11-19 01:19:25,735,44513
2627,31633,2022-11-19 02:13:25,735,44513
2628,94096,2022-11-19 01:46:25,735,44513
2629,61879,2022-11-01 20:59:32,2119,33877
2630,52609,2022-11-01 21:00:32,2119,33877
2631,98576,2022-11-01 21:16:32,2119,33877
2632,33498,2022-11-01 21:24:32,2119,33877
2633,26740,2022-11-01 21:26:32,2119,33877
2634,29586,2022-11-01 20:51:32,2119,33877
2635,25261,2022-11-21 07:56:57,2290,4889
2636,80097,2022-11-21 07:58:57,2290,4889
2637,77390,2022-11-21 08:13:57,2290,4889
2638,39363,2022-11-21 08:07:57,2290,4889
2639,18960,2022-11-21 08:03:57,2290,4889
2640,31785,2022-11-21 08:05:57,2290,4889
2641,46148,2022-11-21 08:28:57,2290,4889
2642,71277,2022-11-02 13:43:08,246,90179
2643,4277,2022-11-02 13:11:08,246,90179
2644,25693,2022-11-02 12:57:08,246,90179
2645,20884,2022-11-02 12:55:08,246,90179
2646,2406,2022-11-02 13:38:08,246,90179
2647,36781,2022-11-02 13:37:08,246,90179
2648,47123,2022-11-02 13:24:08,246,90179
2649,8240,2022-11-09 01:51:03,271,66674
2650,40856,2022-11-09 02:01:03,271,66674
2651,12718,2022-11-09 02:06:03,271,66674
2652,52359,2022-11-09 02:34:03,271,66674
2653,14622,2022-11-09 02:39:03,271,66674
2654,44054,2022-11-09 02:22:03,271,66674
2655,33748,2022-11-09 02:11:03,271,66674
2656,25210,2022-11-09 02:06:03,271,66674
2657,42752,2022-11-09 02:30:03,271,66674
2658,33665,2022-11-02 23:00:52,1709,47994
2659,42874,2022-11-02 23:01:52,1709,47994
2660,67956,2022-11-02 23:01:52,1709,47994
2661,71023,2022-11-02 23:23:52,1709,47994
2662,47398,2022-11-02 23:02:52,1709,47994
2663,92533,2022-11-02 23:26:52,1709,47994
2664,92091,2022-11-02 23:24:52,1709,47994
2665,46602,2022-11-02 23:18:52,1709,47994
2666,50862,2022-11-02 12:56:05,2792,94318
2667,23740,2022-11-02 13:22:05,2792,94318
2668,81615,2022-11-02 12:43:05,2792,94318
2669,2679,2022-11-02 13:13:05,2792,94318
2670,89920,2022-11-02 12:26:05,2792,94318
2671,69907,2022-11-02 12:42:05,2792,94318
2672,89580,2022-11-02 12:43:05,2792,94318
2673,9565,2022-11-02 12:28:05,2792,94318
2674,10354,2022-11-02 13:05:05,2792,94318
2675,14350,2022-11-09 20:15:43,2195,16384
2676,46029,2022-11-09 20:29:43,2195,16384
2677,88030,2022-11-09 20:33:43,2195,16384
